;Локальная тема;Описание
966;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
967;Незаконные объявления, надписи, изображения на павильоне;
968;Незаконные объявления, надписи, изображения на павильоне;
969;Неисправное электронное информационное табло/пилон;Больше недели не работает.
970;Неисправное электронное информационное табло/пилон;Нет информации о прибытии транспорта
971;Повреждение остановочных указателей маршрутов;
972;Повреждение остановочного павильона;"На остановке общественного транспорта Метро ""Ул. Скобелевская"" посередине остановочного павильона нет одной секции стеклянной перегородки."
973;Незаконные объявления, надписи, изображения на павильоне;
974;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет указателя
975;Повреждение остановочного павильона;
976;Повреждение остановочных указателей маршрутов;Нижний указатель поврежден
977;Повреждение остановочных указателей маршрутов;отрывается от основания пленка-расписание.
978;Незаконные объявления, надписи, изображения на павильоне;
979;Неисправное электронное информационное табло/пилон;
980;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановке Крылатские холмы д.32, в сторону Центра досуга Кунцево, указан не тот номер маршрута. На этой стороне останавливается автобус 829, а в расписании указан 229, которые курсирует в противоположную сторону.
981;Повреждение остановочного павильона;"На остановочном павильоне повреждены боковые панели с названием остановки ""Внуковское шоссе"""
982;Повреждение остановочного павильона;Не работает освещение остановочного павильона.
983;Повреждение остановочного павильона;Нет usb выходов
984;Повреждение остановочного павильона;Мерцает освещение остановочного павильона.
985;Повреждение остановочного павильона;Разбиты почти все стёкла .
986;Отсутствие или повреждение урн;Урна установлена неправильно
987;Повреждение остановочного павильона;Трещины на стекле.
988;Повреждение остановочных указателей маршрутов;Не работает подсветка в вечернее время. Фотофиксацию прошу прикладывать в таком виде, при котором однозначно делается вывод об исправности подсветки
989;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверное время работы
990;Незаконные объявления, надписи, изображения на павильоне;
991;Неубранная остановка общественного транспорта;Обе урны остановочного павильона переполнены и рядом стоит пакет с мусором, он тоже полон - просьба убраться на остановке
992;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;До сих пор на указателе размещена информация об отмененном 169 маршруте
993;Незаконные объявления, надписи, изображения на павильоне;
994;Незаконные объявления, надписи, изображения на павильоне;
995;Повреждение остановочного павильона;"Поврежден остановочный павильон ""Перовский проезд, дом7"" - сорваны стенки павильона."
996;Повреждение остановочного павильона;Отсутствие стекла
997;Повреждение остановочного павильона;Отсутствует 1 стекло 
998;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
999;Незаконные объявления, надписи, изображения на павильоне;
1000;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
1001;Незаконные объявления, надписи, изображения на павильоне;
1002;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
1003;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
1004;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
1005;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
1006;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1007;Отсутствие или повреждение урн;На остановках наземного городского транспорта должно быть расположено не менее двух урн для мусора.
1008;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На указателях размещена информация о 169 маршруте, который отменен
1009;Повреждение остановочного павильона;Сломаны кнопки
1010;Неисправное электронное информационное табло/пилон;Текс не читабелен
1011;Повреждение остановочного павильона;На крыше павильона растут кустарники, скамейки в занозах, металл ржавый
1012;Незаконные объявления, надписи, изображения на павильоне;
1013;Повреждение остановочного павильона;"Отсутствие бокового стекла в пальоне автобусной остановки общественного транспорта ""2-й Обыденский переулок"" с нечетной стороны улицы Остоженка."
1014;Незаконные объявления, надписи, изображения на павильоне;
1015;Повреждение остановочных указателей маршрутов;Закрепите трафарет с № маршрута
1016;Отсутствие или повреждение урн;нет урн
1017;Отсутствие или повреждение урн;Отсутствует вторая урна на автобусной остановке 
1018;Незаконные объявления, надписи, изображения на павильоне;
1019;Неубранная остановка общественного транспорта;Мусор на остановке не убирают
1020;Незаконные объявления, надписи, изображения на павильоне;
1021;Повреждение остановочного павильона;Разукомплектованная остановка 
1022;Повреждение остановочного павильона;
1023;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте, поврежден остановочный указатель
1024;Повреждение остановочного павильона;Скамья со сколами, крыша с дырками.
1025;Повреждение остановочного павильона;У остановочного павильона разбито стекло.
1026;Неубранная остановка общественного транспорта;Очень грязно на остановке. Все лавки в пыли и граффити. Между досками лавок какого мусора только нет. Просьба провести уборку мусора на данной остановке и смыть грязь с лавок в виде пыли и граффити.
1027;Повреждение остановочного павильона;
1028;Незаконные объявления, надписи, изображения на павильоне;
1029;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует маршрутный указатель на остановке. Просьба восстановить данный указатель.
1030;Незаконные объявления, надписи, изображения на павильоне;
1031;Незаконные объявления, надписи, изображения на павильоне;
1032;Незаконные объявления, надписи, изображения на павильоне;
1033;Незаконные объявления, надписи, изображения на павильоне;
1034;Незаконные объявления, надписи, изображения на павильоне;
1035;Незаконные объявления, надписи, изображения на павильоне;
1036;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1037;Повреждение остановочного павильона;Отсутствует элемент остекления 
1038;Отсутствие или повреждение урн;
1039;Повреждение остановочных указателей маршрутов;Вандалы изгадили указатели
1040;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписания
1041;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1042;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет информации на щите
1043;Неисправное электронное информационное табло/пилон;не работает электронное табло
1044;Незаконные объявления, надписи, изображения на павильоне;
1045;Повреждение остановочного павильона;Остановочный павильон повреждён сквозной коррозией
1046;Повреждение остановочного павильона;Повреждена лавка остановочного павильона. Наличие острых мест. Просьба заменить данную лавку на новую.
1047;Незаконные объявления, надписи, изображения на павильоне;
1048;Неисправное электронное информационное табло/пилон;Табло не работает. Обращение повторное.
1049;Отсутствие или повреждение урн;"Отсутствует бачок. Фотофиксация от 1.08.20 в 15:48 Автобусная остановка ""Кинотеатр Полярный"". На момент проведения фотофиксации урна отсутствует. "
1050;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;С весны этого года (2020) маршрут автобуса 654 (654к) изменён и на данной остановке не останавливается. Кроме того, на трафарете не указано время работы маршрутов (что является обязательным). Убедительная просьба, устранить проблему (обновить информацию)!
1051;Незаконные объявления, надписи, изображения на павильоне;
1052;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Уже месяц как вместо трамвая А ходит трамвай 38 но по всем местным остановкам продолжают висеть старые неактуальные таблички с А.
1053;Повреждение остановочного павильона;Разбито угловое стекло павильона.
1054;Незаконные объявления, надписи, изображения на павильоне;
1055;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Остановка Загородное шоссе начало движения Т38 с одной стороны 5.33 с другой 7.09 утра. Такого не может быть. На одной из сторон время указано неправильно.
1056;Незаконные объявления, надписи, изображения на павильоне;
1057;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Маршрутный указатель НЕВЕРНЫЙ. Не путайте пассажиров - Автобус 675, 797 и 828 - никогда не останавливаются здесь, 680 - Ул. Ак. Янгеля, 831- 16 м/р Чертаново.
1058;Незаконные объявления, надписи, изображения на павильоне;
1059;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На остановке отсутствует трафарет (остановочный указатель маршрутов). Убедительная просьба, устранить проблему (по возможности с полным расписанием 137 маршрута)!
1060;Повреждение остановочного павильона;"Почему на остановке ""Школа#816"", находящейся напротив дома на ул. Б.Очаковская, 41 с ноября 2019 г. отсутствует крытый павильон для ожидания? Почему в течении 10 месяцев мы вынуждены ожидать общественный транспорт под дождем и снегом?"
1061;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Балансосодержатель установил НЕВЕРНЫЙ МАРШРУТНЫЙ УКАЗАТЕЛЬ. НАДО - Автобус 680 - 16 м/р Чертаново, 683 - никогда здесь не останавливался, 831 - 5 м/р Северное Бутово, а где 675, 797 и 828?? Зачем путать пассажиров?
1062;Незаконные объявления, надписи, изображения на павильоне;
1063;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1064;Повреждение остановочных указателей маршрутов;
1065;Незаконные объявления, надписи, изображения на павильоне;
1066;Незаконные объявления, надписи, изображения на павильоне;
1067;Незаконные объявления, надписи, изображения на павильоне;
1068;Незаконные объявления, надписи, изображения на павильоне;
1069;Незаконные объявления, надписи, изображения на павильоне;
1070;Повреждение остановочного павильона;разбито стекло, просьба срочно устранить опасность от осколков и заменить стекло
1071;Незаконные объявления, надписи, изображения на павильоне;
1072;Повреждение остановочного павильона;Нет зарядных устройств 
1073;Повреждение остановочного павильона;Разбито стекло
1074;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На трафарете (остановочном указателе маршрутов) не указано время работы маршрутов (что является обязательным). Убедительная просьба, устранить проблему (обновить информацию)!
1075;Повреждение остановочных указателей маршрутов;Надписи и наклейки на указателе маршрутов.
1076;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1077;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель на крыше остановки. Необходимо исправить.
1078;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель на крыше остановки.
1079;Незаконные объявления, надписи, изображения на павильоне;
1080;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует остановочный аншлаг с расписанием автобусов Прошу вернуть его на место. Спасибо.
1081;Повреждение остановочного павильона;Поврежден остановочный пункт. Прошу произвести его ремонт.
1082;Повреждение остановочного павильона;Разбито стекло.
1083;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель на крыше остановки. Необходимо исправить.
1084;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель маршрута.
1085;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель на крыше остановки. Необходимо исправить.
1086;Повреждение остановочных указателей маршрутов;Повреждения и надписи.
1087;Незаконные объявления, надписи, изображения на павильоне;
1088;Отсутствие или повреждение урн;Требуется отремонтировать (заменить)
1089;Повреждение остановочных указателей маршрутов;
1090;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует маршрутный указатель.
1091;Неисправное электронное информационное табло/пилон;
1092;Повреждение остановочного павильона;Остановка в ужасном состоянии, без стекол, вся ржавая
1093;Неисправное электронное информационное табло/пилон;
1094;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверная информация на указателях Помните, что я проверяю время работы и интервалы Так же прошу подвинуть указатель ближе к остановке, он стоит в стороне от неё
1095;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписаний 413(фото 1-2) Нет расписаний 517,524,528(фото 3)
1096;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписаний 517,524,528,326
1097;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверная информация на указателях Помните, что я проверяю время работы и интервалы
1098;Неисправное электронное информационное табло/пилон;Неадекваты разбили пилон На удивление он ещё работает 
1099;Повреждение остановочного павильона;Павильон ржавый Крыша прогнила Скамейка ободрана
1100;Повреждение остановочного павильона;
1101;Неубранная остановка общественного транспорта;около сиденья кровь
1102;Повреждение остановочного павильона;поврежден остановочный павильон.отсутствует остекление.
1103;Повреждение остановочных указателей маршрутов;
1104;Отсутствие или повреждение урн;На остановке старая, повреждённая урна непотребного качества. Убедительная просьба, устранить проблему (установить новую мусорную урну)! Дополнительно прошу выслать фото с приближением.
1105;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель маршрутов на крыше остановки.
1106;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте! Прошу разместить актуальный указатель м-тов трамвая А, 3, 39 (с учётом новой конечной маршрута А) на остановке «Воронцово Поле» (в направлении движения в сторону метро Новокузнецкая)
1107;Неисправное электронное информационное табло/пилон;Не работает информационное табло 
1108;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте! Прошу разместить актуальные (с учётом новой конечной остановки м-та А) указатели трамваев А,3, 39 (как на крыше павильона, так и на отдельно стоящей стелле) на остановке «Метро Чистые Пруды»
1109;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Некорректная информация на указателях: указан не ходящий здесь маршрут 61, отсутствуют маршруты т61 и 800к.
1110;Незаконные объявления, надписи, изображения на павильоне;
1111;Неубранная остановка общественного транспорта;Остановка общественного транспорта,расположенная у хостела намбер ван,приезжими и гостями столицы,в нем проживающими используется на постоянной основе не по назначению,а как курилка,вся в окурках,бумагах,арбузных корках
1112;Повреждение остановочного павильона;Остановка ул.Маршала Савицкого в центр,разбиты три стекла.
1113;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Здравствуйте! Прошу разместить корректный указатель м-тов 205, 205к, 791 (обслуживаются ГУП «Мосгортранс») на остановке «Воробьевское шоссе» (в направлении движения в сторону Киевского вокзала)
1114;Незаконные объявления, надписи, изображения на павильоне;
1115;Повреждение остановочного павильона;Отсутствует стекло 
1116;Неисправное электронное информационное табло/пилон;
1117;Повреждение остановочного павильона;Отсутствует стекло
1118;Повреждение остановочного павильона;
1119;Неубранная остановка общественного транспорта;Сделаем наш город лучше! Удачи!
1120;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует указатель с номером автобуса 309!
1121;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует один из указателей маршрутов
1122;Неубранная остановка общественного транспорта;
1123;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует остановочный указатель маршрута 6 трамвая в сторону сокола
1124;Незаконные объявления, надписи, изображения на павильоне;
1125;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На старых указателях неактуальная информация. Прошу снять старые, указать все на новом флаге, а также написать расписания на информационный щит. 
1126;Незаконные объявления, надписи, изображения на павильоне;
1127;Отсутствие или повреждение урн;Отсутствует вторая урна на трамвайной остановке в сторону Братцево 
1128;Повреждение остановочных указателей маршрутов;
1129;Повреждение остановочного павильона;Павильон проржавел, скамейка облезла 
1130;Незаконные объявления, надписи, изображения на павильоне;
1131;Повреждение остановочного павильона;Павильон облупился и проржавел
1132;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверная информация на указателях Помните, что я проверяю время работы и интервалы
1133;Повреждение остановочного павильона;Скамейка облупилась, основание проржавело. Покрасьте павильон 
1134;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1135;Повреждение остановочного павильона;
1136;Отсутствие или повреждение урн;На остановке давно нет урн
1137;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверная информация на указателях Помните, что я проверяю время работы и интервалы
1138;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверная информация на указателях. Также прошу объединить указатели 54 и 228,242, написать всю информацию на одной табличке
1139;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Неверная информация на указателях Помните, что я проверяю время работы и интервалы
1140;Отсутствие или повреждение урн;Урна проржавела
1141;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписаний 326, 517, 524, 528.
1142;Повреждение остановочного павильона;Крыша прогнила
1143;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Не указаны 10 и 965. На другой стороне информация неверна. Замените указатели. Не забывайте про 10 и 965!
1144;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписания 418
1145;Неубранная остановка общественного транспорта;Не убирают мусор
1146;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписания 418
1147;Повреждение остановочного павильона;Замените прогнившие Крыши Один из павильонов прогнил 
1148;Незаконные объявления, надписи, изображения на павильоне;
1149;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1150;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет расписаний 418 и 326
1151;Незаконные объявления, надписи, изображения на павильоне;
1152;Повреждение остановочного павильона;Здравствуйте! Прошу восстановить остекление задней стенки остановочного павильона (ближайшая секция к боковой стенке с рекламой, где нет скамьи), и частично подкрасить металлический элемент боковой стенки (в местах с облупившейся краской) на остановке «Поликлиника» (в сторону МКАД)
1153;Неубранная остановка общественного транспорта;Здравствуйте! Переполненная урна, мусор на земле.
1154;Повреждение остановочного павильона;Разбито стекло на остановке 
1155;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;На трафарете (остановочном указателе маршрутов) некорректно указано время работы маршрутов (626, 654). Убедительная просьба, устранить проблему (указать правильное время работы маршрутов)! 
1156;Повреждение остановочного павильона;На боковых стойках название остановки написано на иностранном языке (с дублированием), хотя с недавних пор данная остановка именуется на русском языке (русскими буквами) с дополнительным переводом на английском языке. Убедительная просьба, корректно указать название остановки!
1157;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Где расписания 326, 350, 517?
1158;Отсутствие или повреждение урн;На остановке одна старая урна непотребного качества (хотя должно быть две). Убедительная просьба, устранить проблему (установить новые мусорные урны)! Дополнительно прошу выслать фото с приближением.
1159;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Нет маршрута 653к, но при этом он есть на указателе на крыше установке. Необходимо либо заменить либо демонтировать некорректный дублирующий указатель.
1160;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;С весны этого года (2020) маршрут автобуса 654 изменён и на данной остановке не останавливается. Кроме того, на трафарете не указано время работы маршрутов (что является обязательным). Убедительная просьба, устранить проблему (обновить информацию)! 
1161;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;С весны этого года (2020) маршрут автобуса 654 изменён и на данной остановке не останавливается. Убедительная просьба, не демонтировать данный трафарет и остановку, т. к. они могут понадобиться в будущем, а просто поменять трафарет на новый, с указанием, что данная остановка не действует (с сохранением названия остановки)!
1162;Отсутствие или повреждение урн;На остановке старые урны непотребного качества. Убедительная просьба, устранить проблему (установить новые мусорные урны)! Дополнительно прошу выслать фото с приближением.
1163;Отсутствие или повреждение урн;На остановке старые урны непотребного качества. Убедительная просьба, устранить проблему (установить новые мусорные урны)! Дополнительно прошу выслать фото с приближением.
1164;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует табло с расписанием
1165;Повреждение остановочного павильона;Разбито стекло.
1166;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Повесьте два указателя. Один в начале остановки. Другой в конце. Чтобы на каждом из них маршрут автобуса ехал бы только до одной конечной остановки. На прошлую мою жалобу сюда вы прислали фальшивый ответ, потому что вы перепутали и сделали неправильно.
1167;Неубранная остановка общественного транспорта;Грязно на остановках трамвая, убирают мусор только с контейнеров (мусорных ведрах) . 
1168;Повреждение остановочного павильона;Остановки наземного городского транспорта должны содержаться в надлежащем состоянии, остановочный павильон на остановке поврежден: у него разбито стекло,
1169;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует расписание
1170;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Отсутствует расписание
1171;Повреждение остановочного павильона;Не работает подсветка в вечернее время.
1172;Повреждение остановочного павильона;Не работает подсветка в вечернее время
1173;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;Уже 3-й раз обращаюсь по данному поводу. На указателе отсутствует информация о маршруте автобуса «т7к». 
1174;Повреждение остановочных указателей маршрутов;Указатель маршрутов с подсветкой разбит.
1175;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
1176;Повреждение остановочных указателей маршрутов;
1177;Отсутствие или повреждение урн;Фактически, на остановке отсутствует мусорная урна. Убедительная просьба, устранить проблему (установить новую мусорную урну)! Дополнительно прошу выслать фото с приближением.
1178;Отсутствие остановочного указателя маршрутов/некорректная информация на указателе;
