;Локальная тема;Описание
1107;Неубранная городская территория;Прошу вывезти бетонный блок, сброшенный на газон с западной стороны жилого дома #9 по 9-й улице Соколиной Горы.
1108;Неубранная городская территория;Прошу убрать территорию
1109;Повреждение уличной лестницы;Люди спотыкаются и падают, примите меры это дорога в дет сады
1110;Неубранная городская территория;п.5
1111;Неубранная городская территория;Вот так выглядит парк рядом с рекой..
1112;Неубранная городская территория;Всё в мусоре
1113;Неубранная городская территория;Неубранная территория 
1114;Неубранная городская территория;Брошенная на зеленый газон тележка, спортивной площадки.
1115;Неубранная городская территория;Захламленная территория на протяжении уже двух недель. Очень опасно оставлять машину на парковочном месте прямо у груды этого строительного мусора
1116;Неубранная городская территория;Уже около недели на парковку свалена гора песка, которая занимает два парковочных места. 
1117;Неубранная городская территория;Мусор у почтового отделения
1118;Неубранная городская территория;Не убрана территория от твердо- бытового мусора.
1119;Неубранная городская территория;
1120;Неубранная городская территория;Здравствуйте, на ограждении газона и кустарнике наблюдаются посторонние предметы, необходимо принять меры.
1121;Захламление территории;Подрядчики, занимающиеся благоустройством севера на ул. Малахитовая/Ростокинский Акведук снимают там с дорожек излишки грунта расширяя дорожки и эту землю вперемешку с бордюрами, брусчаткой травой и прочим свезли грузовиками и сбросили на участок придомовой территории дома 188А по проспекту Мира
1122;Неубранная городская территория;Мусор и отвалы грунта, нарушен газон
1123;Захламление территории;Валяется плита более 10 лет. Торчит арматура и бетонный мусор.
1124;Неубранная городская территория;вдоль парковки разбросаны листы бумаги, прошу обратить внимание, спасибо
1125;Неубранная городская территория;Требуется убрать брошенный дорожными строителями дорожный знак
1126;Неубранная городская территория;Бутылок и мусор
1127;Неубранная городская территория;Здравствуйте. На территории у ул. Водников, д. № 11 стр. 1А (за гаражным кооперативом) на склоне имеется большое захламление. Большая просьба полностью расчистить и освободить склон от хлама и мусора. Поддерживать чистоту территории в надлежащем санитарном состоянии. Точные координаты данного места: 55.815370, 37.448275 (Яндекс. Карты).
1128;Неубранная городская территория;Требую очистить городскую территорию за д.133 к.2 от крупного и мелкого мусора! См. Фотофиксацию. О.
1129;Неубранная городская территория;
1130;Разрушение/неправильная укладка тактильной плитки;Прошу уложить плитку в соответствии с ГОСТ
1131;Неубранная городская территория;
1132;Неубранная городская территория;
1133;Разрушение/неправильная укладка тактильной плитки;Прошу уложить плитку в соответствии с ГОСТ
1134;Захламление территории;Прошу очистить территорию
1135;Неубранная городская территория;
1136;Неубранная городская территория;Пишу данное обращение уже в третий раз. И в третий раз прошу убрать бесхозное ограждение, а не передвигать его с места на место.
1137;Некачественное содержание улично-дорожных информационных указателей;"Недалеко от ТЦ ""Персей для детей"""
1138;Неубранная городская территория;На дороге устроили склад строительного мусора, прошу убрать
1139;Неубранная городская территория;Между 2 и 3 подъездом валяется груда банок с краской и растворителем(остатки),никто не убирает
1140;Неубранная городская территория;Парковочный карман у жилого дома регулярно захламляется вторсырьем. Хотя в 100 метрах от этого кармана, с другой стороны дома, находится контейнерная площадка.
1141;Некачественное содержание улично-дорожных информационных указателей;Не горит подсветка
1142;Захламление территории;Что-то снесли и не убрали остатки строительного мусора, также оставили часть фундамента.
1143;Неубранная городская территория;На территории у станции метро «Лефортово» много неубранного мусора
1144;Неубранная городская территория;Куча мусора в кустах
1145;Неубранная городская территория;
1146;Неубранная городская территория;"Материалы/доски ресторана ""13"" почему-то расположились (очень давно) на территории двора дома. "
1147;Повреждение уличной лестницы;Лестница едет. Небезопасно. 
1148;Некачественное содержание улично-дорожных информационных указателей;
1149;Захламление территории;На протяжении нескольких недель во дворе дома свалены стройматериалы. Мешают проходу пешеходов, мешают парковке автомобилей жильцов дома, из-за парковочных мест во дворе для всех жильцов нехватает, приходиться парковать машины на соседних улицах вдали от дома. Прошу убрать стройматериалы из двора.
1150;Неубранная городская территория;Территория у стоянки машин напротив МОЭСК загрязнена мусором. Уберите, пожалуйста. Спасибо
1151;Повреждение уличной лестницы;Очень неприглядно выглядит ограждение лестницы перед входом в помещение . Отвалилась плитка , какие-то плитки расколоты -вид ужасный ! Всем не приятно наблюдать эту разруху. Просьба отремонтировать привести эту часть помещения в нормальный вид . С уважением Екатерина . 
1152;Неубранная городская территория;За домом на стоянке стоит автомобиль и возле него валяются разные вещи.
1153;Неубранная городская территория;Убедительная просьба провести дополнительные повторные очередные работы по уборке данной территории от куч строительного мусора!!! 06.08.2020
1154;Неубранная городская территория;напротив дома№18 на территории набережной за металлическим строительным забором и возле него разбросан мусор, прошу принять меры фото 193020 сделано напротив фото 193012
1155;Неубранная городская территория;Стоят бухта кабеля 4 день почему-то никто не убирает
1156;Неубранная городская территория;от дома №16 до Шелепихинского моста на стороне набережной вдоль строительного забора разбросан мусор, прошу принять меры по уборке территории
1157;Захламление территории;
1158;Неубранная городская территория;
1159;Неубранная городская территория;
1160;Неубранная городская территория;После вырубки деревьев ветки не вывозятся вторую неделю
1161;Неубранная городская территория;
1162;Неубранная городская территория;Во дворе напротив 3 и 4 подъезда лежит строительный мусор: пластмассовые заграждения и деревянные доски, которые автомобилисты используют для захвата парковки
1163;Захламление территории;
1164;Неубранная городская территория;Захламление территории! Дворники не убирают совсем
1165;Захламление территории;Захламление территории шинами.
1166;Неубранная городская территория;Во время не убранные спиленные деревья стимулируют жителей образовывать свалку. Просьба убрать мусор рядом с забором около храма. 
1167;Неубранная городская территория;
1168;Некачественное содержание улично-дорожных информационных указателей;
1169;Неубранная городская территория;установили столб, остался мусор, лежит более месяца! 
1170;Захламление территории;Блоки непонятного назначения мешают использованию городской территории для проезда и парковки автотранспорта.
1171;Неубранная городская территория;Не производиться Уборка территории 
1172;Некачественное содержание улично-дорожных информационных указателей;
1173;Неубранная городская территория;Напротив дома 7 по ул. Поляны, в лесополосе (через улицу Поляны) вдоль дорги очень много мусора, количество которого, к сожалению, увеличивается. Прошу убрать скопившийся на данный момент мусор.
1174;Разрушение/неправильная укладка тактильной плитки;повреждение тактильной плитки!55.7646444,37.7173361
1175;Неубранная городская территория;
1176;Захламление территории;Захламление территории
1177;Неубранная городская территория;Кусок бетона !!!
1178;Неубранная городская территория;
1179;Неубранная городская территория;Территория напротив дома Мосфильмовская 74Б не убирается давно 
1180;Неубранная городская территория;Уберите намотанный провод.
1181;Неубранная городская территория;Больше года у входа в метро выброшена доска , которую использовали при проведении строительных работ при прокладке кабеля в 2019 году, помогите убрать захламление . 
1182;Неубранная городская территория;
1183;Неубранная городская территория;Пожалуйста, огромная просьба убирать эту урну не раз в неделю, а хотя бы два. За неделю она так наполняется, что пакеты уже лежат сверху. Людей с собаками там гуляет немало, многие из них убирают за своими питомцами. От урны уже идет ужасный запах. 
1184;Неубранная городская территория;Выброшены на газон куски демонтированного в 2019 году при замене бордюров асфальта . Помогите навести порядок!
1185;Захламление территории;Придомовая территория захламлена строительным мусором. Приехавшие грузовики свалили технический грунт перемешанный с травой, битым бортовым камнем и сегментами брусчатки. Просьба убрать
1186;Неубранная городская территория;Территория вокруг памятника воинам Великой Отечественной войны в ужасном состоянии Горы мусора 
1187;Некачественное содержание улично-дорожных информационных указателей;
1188;Неубранная городская территория;
1189;Неубранная городская территория;
1190;Неубранная городская территория;
1191;Повреждение уличной лестницы;В юго-западной части Крылатских Холмов имеется металлическая лестница. При спуске с этой лестницы на первом пролете имеется повреждение в виде лопнувшего металла, об которое можно споткнуться и сильно повредиться. Координаты лестницы: 55.754793, 37.415264
1192;Неубранная городская территория;
1193;Неубранная городская территория;
1194;Неубранная городская территория;
1195;Неубранная городская территория;Проезд не убирается , на дороге камни и грязь , тротуары захламлены
1196;Неубранная городская территория;
1197;Неубранная городская территория;Во дворе сброшен строительный мусор, технический грунт с брусчаткой, бортовыми камнями, дерном травяного покрова. Необходимо убрать
1198;Неубранная городская территория;
1199;Неубранная городская территория;СИСТЕМАТИЧЕСКИ много неубранного мусора!!!
1200;Захламление территории;По данному адресу (с торца дома) уже месяц лежит мусор. Обращение в ГБУ Жилищник района Кунцево (поселок Рублево) не дало никаких результатов. Просьба решить данную проблему. 
1201;Неубранная городская территория;У 10-го подъезда был обустроен ,,Бытовой городок'' по программе ,,Реновации'',после демонтажа оставили вот такой бардак.
1202;Неубранная городская территория;СЗАО, р-н Хорошево-Мневники. По ул.Берзарина д.7к 2 в зелёной зоне несколько недель не удален деревянный настил.
1203;Разрушение/неправильная укладка тактильной плитки;
1204;Неубранная городская территория;Постоянно валяется неубранный мусор на тротуаре, вдоль тротуара и на газоне.
1205;Неубранная городская территория;За домом где 4 подъезд валяется мусор, спиленные ветки, мелкие камни.
1206;Неубранная городская территория;У ЖД перехода очень много мусора 
1207;Повреждение уличной лестницы;
1208;Неубранная городская территория;
1209;Захламление территории;Уже второй раз сбрасывают землю и мусор сюда
1210;Неубранная городская территория;3 года валяются мелкие камни, песок, после капремонта дома с другой стороны дома.
1211;Неубранная городская территория;Прошу убрать реагенты. Спасибо
1212;Неубранная городская территория;Дорожные рабочие при замене дорожного полотна вывалили старый асфальт возле инвалидских гаражей и уехали. Инвалиды не могут попасть в гаражи, остальные не могут проехать.
1213;Разрушение/неправильная укладка тактильной плитки;
1214;Неубранная городская территория;
1215;Неубранная городская территория;На газоне мусор в виде куска блока.
1216;Неубранная городская территория;
1217;Неубранная городская территория;
1218;Неубранная городская территория;Требую очистить от хлама городскую территорию за д.11 к.3 по ул. Чуйкова! См. Фотофиксацию. О.
1219;Некачественное содержание улично-дорожных информационных указателей;
1220;Неубранная городская территория;Добрый день! При выходе из метро Петровский парк в сторону Театральной аллеи , очень много мусора, разбитых бутылок. Фото сделано в 14:20, 05.08.2020. Территория совсем не убирается. Убедительная просьба решить эту проблему
1221;Неубранная городская территория;
1222;Неубранная городская территория;
1223;Захламление территории;2 раз неизвестные лица привозят и сваливают разбитый асфальт.
1224;Некачественное содержание улично-дорожных информационных указателей;Несмотря на ответ в рамках сообщения 25587122, до сих пор на указателе некорреткная информация, вводящая в заблуждение. См. свежее фото. Стрелками отмечено фактическое текущее расположение остановок, кругами - те остановки, где существенно отличается набор маршрутов, крестом - те остановки, которые совсем не соответствуют указанным на схеме.
1225;Неубранная городская территория;Вандальные надписи.
1226;Неубранная городская территория;
1227;Неубранная городская территория;Интересно чьё распоряжение поставить сюда контейнер для мусора и загрезнять тереторию. И так трава не растёт. Обратите пожалуйста внимание.
1228;Неубранная городская территория;На озелененной территории охраняемого природного ландшафта давно лежит спил яснелистного клена. Скоро прорастет. 
1229;Неубранная городская территория;Чудесный дворик и сквер, в котором стоят бачки с мусором.Неужели нельзя поставить скамейки для отдыха, а мусор перевести туда, где он и стоит рядом
1230;Захламление территории;
1231;Неубранная городская территория;Уже несколько недель перед подъездом стоят куча мешков со строительным мусором
1232;Неубранная городская территория;Уже две недели лежит строительный мусор
1233;Неубранная городская территория;
1234;Захламление территории;
1235;Неубранная городская территория;
1236;Неубранная городская территория;Рядом с дорогой, которая проходит от Англо-Американской школы к каналу им. Москвы стоит контейнер с мусором. Рядом тоже валяется мусор.
1237;Разрушение/неправильная укладка тактильной плитки;
1238;Неубранная городская территория;Необходимо убрать мусор со стороны Москворецкой набережной.
1239;Некачественное содержание улично-дорожных информационных указателей;Отсутствует один из указателей. Прошу принять меры и восстановить его
1240;Неубранная городская территория;На площади разбросан строительный мусор
1241;Неубранная городская территория;Более месяца на дворовой территории лежит огромная куча песка ! На данной территории автостоянка , песок занимает более десятка машиномест ... Автомобили нет возможности парковать ! Просьба срочно увезти песок по назначению !
1242;Неубранная городская территория;
1243;Неубранная городская территория;Добрый день! Год назад, возле каждого подъезда поставили урны. Мы были против установки мотивируя тем что их будут захламлять и вонь от заполненных урн просто будет идти в окна первых этажей! На данный момент все так и происходит, урны не убирают уже 3 дня. Вонь стоит невозможная. прошу принять меры
1244;Неубранная городская территория;Реклама на столбе 
1245;Неубранная городская территория;Оставлен мусор на газоне после укладки асфальта на тротуаре: излишки асфальта, кучи щебня. Мусор лежит вдоль всего дома № 60 (корп.1).
1246;Неубранная городская территория;
1247;Неубранная городская территория;территория захламлена ветками, бревнами. прошу убрать
1248;Неубранная городская территория;Территория, относящаяся к ГБУ «Автомобильные дороги», систематически не убирается! Территория покрыта мусором и опавшей листвой. Прошу принять срочные меры по уборке, вверенной указанному учреждению территории. 
1249;Неубранная городская территория;
1250;Неубранная городская территория;Полусферы лежат на земле без прямого предназначения.
1251;Неубранная городская территория;
1252;Неубранная городская территория;Хлам
1253;Неубранная городская территория;Вандал привет ! 
1254;Неубранная городская территория;
1255;Захламление территории;
1256;Неубранная городская территория;
1257;Неубранная городская территория;Возле подъезда лежит лампа люминесцентная, отход I класса опасности (чрезвычайно опасный)
1258;Захламление территории;После снова гаражей осталась бетонная плита. Просьба произвести демонтаж плиты.
1259;Захламление территории;Бетонная плита после сноса гаражей. Просьба произвести демонтаж.
1260;Повреждение уличной лестницы;Ступенька в разрушенном состоянии уже несколько лет, прошу привести в соответствие, спасибо.
1261;Разрушение/неправильная укладка тактильной плитки;Укладка тактильной плитки у перекрестка Новосущевской улицы и Перуновского переулка не соответствует Техническими требованиями к тактильным наземным указателям для инвалидов по зрению и ГОСТ Р 52875-2018 Указатели тактильные наземные для инвалидов по зрению. Технические требования.
1262;Неубранная городская территория;
1263;Повреждение уличной лестницы;
1264;Повреждение уличной лестницы;Утрачен один скругленный элемент перил лестницы у д.22к3 по Кр.Маяка. прошу восстановить.
1265;Неубранная городская территория;Захламлённая территория
1266;Захламление территории;В 2:30 04.08.2020 неустановленные самосвалы разгружали строительный мусор под окнами дома 18, корп.3. По приблизительным подсчетам было порядка 10 машин. 1. Своим грохотом разбулили пол дома. Сильный шум продолжался 1-1,5 часа. 2. Захломили придворовую площадку. Прошу разобраться в ситуации.
1267;Захламление территории;Захламлённая территория 
1268;Неубранная городская территория;На мачте городского освещения торчиат острые концы проволоки. Травмоопасно
1269;Неубранная городская территория;Со стороны двора , территория арендаторами не убирается. Подключите ОАТИ.
1270;Неубранная городская территория;У 1 подъезда лежит хлам
1271;Неубранная городская территория;Лента на дереве в парке у реки.
1272;Захламление территории;Куча чего-то. А как ходить?
1273;Неубранная городская территория;Некачественное содержание площадки для выгула собак Мусор из урны не убирается по несколько дней. Из-за этого урна постоянно переполнена
1274;Неубранная городская территория;Захламление территории
1275;Неубранная городская территория;
1276;Неубранная городская территория;
1277;Неубранная городская территория;Добрый день! Под деревьями мусор.
1278;Некачественное содержание улично-дорожных информационных указателей;На протяжении долгого времени, сломан информационный указатель объектов (синий). Убедительная просьба, устранить проблему (починить указатель)! Дополнительно, прошу прислать фото с приближением. 
1279;Некачественное содержание улично-дорожных информационных указателей;Битая
1280;Разрушение/неправильная укладка тактильной плитки;
1281;Повреждение уличной лестницы;Если поворотное колесо коляски соскакивает, оно иногда блокируется. И вытащить коляску тяжело. Сделайте нормальный пандус.
1282;Неубранная городская территория;Придорожная территория захламлена. Может сложиться пожароопасная ситуация в данном месте. 
1283;Некачественное содержание улично-дорожных информационных указателей;Битая
1284;Неубранная городская территория;
1285;Неубранная городская территория;
1286;Неубранная городская территория;На углу дома образовалась большая куча из мешков с мусором от ремонта.Куча растет день ото дня и никто ее не убирает.Просим убрать мусор и взять на контроль своевременной уборки двора от захламления.
1287;Неубранная городская территория;Мусор лежит в кустах
1288;Неубранная городская территория;Уже неделю лежит мусор! Вонь и мухи на весь двор!
1289;Неубранная городская территория;
1290;Неубранная городская территория;Уже второй месяц скамейки, которые стояли у входа в подъезд, демонтированы и стоят у мусорной камеры в закутке. На них по ночам отдыхают сомнительные личности. Уберите их пожалуйста.
1291;Неубранная городская территория;
1292;Неубранная городская территория;В течение многих дней не убрана скошеная трава.
1293;Захламление территории;Буду жаловаться В ОАТИ. Что это такое? Для складирования есть специально отведенные места, а не газоны, пешеходные дорожки.
1294;Разрушение/неправильная укладка тактильной плитки;
1295;Неубранная городская территория;Необходимо убрать ветки.
1296;Неубранная городская территория;Зачем блок спрятали
1297;Неубранная городская территория;1-2 недели назад были в нескольких местах около дома спилены ветки. До сих пор никто их не убрал. Прошу произвести уборку данных веток в полном объеме и не допускать подобного в дальнейшем.
1298;Некачественное содержание улично-дорожных информационных указателей;
1299;Неубранная городская территория;Для чего их тут собрали
1300;Неубранная городская территория;Прошу убрать строительный мусор.
1301;Неубранная городская территория;Не очищается урна, расположенная на дворовой территории дома № 44 по ул.Митинская. Урна расположена около входа в культурный детский центр и находится в зоне ответственности ГБУ Жилищник района Митино.
1302;Захламление территории;Территория возле проектируемого проезда превращена в свалку.
1303;Неубранная городская территория;
1304;Неубранная городская территория;Водоотводной канал полностью зарос травой , куда смотрит мосводосток!!?????
1305;Неубранная городская территория;Конный клуб засоряет территорию отходами жизнедеятельности.Повторный сигнал.Прошу разобраться.
1306;Неубранная городская территория;Улица цниимэ, свалка шин
1307;Неубранная городская территория;Много неубранного мусора (стеклянные, пластиковые бутылки и иное) рядом с магазином, ближе к лестнице. 
1308;Захламление территории;
1309;Неубранная городская территория;"находиться свалка мусора, также сливаются какие то отходы, которые образуют ямы с непонятной жидкостью, тем самым принося непоправимый вред природе, также по всей дороге до ЖК ""Лосиный остров"" груды мусора, который не убирается, особенно около пруда (болота). А это зона является частью лесопарка ""Лосиный остров"" и является водоохранной зоной"
1310;Разрушение/неправильная укладка тактильной плитки;
1311;Неубранная городская территория;Уличная лестница, поручни и прилегающая территория облиты краской. 
1312;Некачественное содержание улично-дорожных информационных указателей;Пожалуйста, включите подсветку указателя МФЦ (перекресток Юных Ленинцев и Волжского бульвара). Спасибо
1313;Неубранная городская территория;Мусор
1314;Захламление территории;Опять напротив автобусной остановки на Родниковой 14,на новой дороге валяются вонючие кучи !!!
1315;Неубранная городская территория;
1316;Захламление территории;Бетонный фундамент от гаражей не демонтирован! Требуется вывести строительный мусор, а не засыпать землёй!!!
1317;Некачественное содержание улично-дорожных информационных указателей;Вандальные надписи на указателе.
1318;Неубранная городская территория;
1319;Повреждение уличной лестницы;Покосились перила
1320;Неубранная городская территория;"На территории собачьей площадки на против домов по адресу Карельский бульвар, д.2 (корпус 2-3) много недель не убранный мусорные контейнер. Каждое утро в 7-7.10 утра к ней подходит уборщик (молодой человек) брезгливо двумя пальцами достает две салфетки и уходит. На мой вопрос ""вы так убираете"", ответил ""да""."
1321;Неубранная городская территория;Просьба убрать!
1322;Неубранная городская территория;Куча асфальта
1323;Неубранная городская территория;Неубранный мусор
1324;Неубранная городская территория;"Судя по всему эту территорию никогда не убирают... Это ""спальное место"" бомжей находится рядом со школой!"
1325;Неубранная городская территория;Валяющиеся плиты и столб возле торгового центра речной
1326;Неубранная городская территория;Бетонный блок в газоне.
1327;Неубранная городская территория;Когда сотрудники магазина перестанут захламлять территорию?))
1328;Неубранная городская территория;Здравствуйте По данному адресу не убраный мусор.
1329;Захламление территории;Предметы хозяйственной деятельности, твердые производственные и бытовые отходы должны складироваться в специально предназначенных для этого местах.
1330;Неубранная городская территория;Лежит уже более 14 дней
1331;Неубранная городская территория;Стихийная свалка у внешней стены гаражного комплекса на Трикотажном проезде со стороны жд путей мцд2 Трикотажная 
1332;Неубранная городская территория;Прошу вывезти порубочные остатки, захламляющие газон с восточной стороны улицы Буракова, напротив здания #16 по указанной улице.
1333;Неубранная городская территория;Просьба убрать мусор.
1334;Неубранная городская территория;
1335;Неубранная городская территория;Захламлена территория строительным мусором( кусками бетона и демонтированной плиткой). Помогите восстановить чистоту!
1336;Разрушение/неправильная укладка тактильной плитки;Повреждение тактильной плитки!
1337;Неубранная городская территория;Вандальные надписи.
1338;Неубранная городская территория;Антисанитария.
1339;Неубранная городская территория;Неустановленные лица на регулярной основе используют придомовую территорию дома 24 по ул. Маршала Тимошенко для сортировки вторичного сырья, которое свозится на этот участок со всего микрорайона. Рядом находится распределительная электроподстанция и контейнер, в котором хранятся баллоны для газовой сварки.
1340;Неубранная городская территория;Это как вообще понимать???? Почему кучу свалили прям там где тротуар??? Людям прыгать надо? Немедленно уберите это безобразие!!!
