;Локальная тема;Описание
408;Отсутствие информационного щита/некачественное содержание щита;
409;Несвоевременное восстановление благоустройства;Захламленная территория. В радиусе 500 метров, а то больше, всего 2 дерева. С зеленью в районе очень плохо. Было бы прекрасно сделать тут газон и посадить пару деревьев.
410;Несвоевременное восстановление благоустройства;Добрый день! Между дорогой к мцк Лихоборы и гаражами примыкающими к жд путям, находятся данные бетонные боксы которые закапывают в землю для прокладки коммуникаций. В данных боксах проживают граждане на что указывают одеяла и другие вещи а также большое количество сопутствующего мусора. Прошу Вас принять меры!!!!!
411;Отсутствие ограждения площадки/ некачественное содержание ограждения;
412;Отсутствие освещения в ночное время;Осветительные плафоны развешены не со всех сторон ограждения стройплощадки.
413;Отсутствие информационного щита/некачественное содержание щита;
414;Отсутствие ограждения площадки/ некачественное содержание ограждения;Пешеходам нельзя пройти
415;Неубранная территория строительной площадки;Приведите прилегающую территорию к стройплощадке в надлежащее состояние.
416;Отсутствие освещения в ночное время;На стройплощадке отсутствие освящения
417;Несвоевременное восстановление благоустройства;После разрытий напротив д. 17 по ул. Озерной много дней не восстановлено асфальтовое покрытие.
418;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствие ограждения площадки и не качественное содержание ограждения.
419;Неубранная территория строительной площадки;У жилых домов по Семёновский набережной д. 3/1, корп. 1 и корп. 2а опять захламлена территория. Прошу разобраться с этим вопросом, т. к. не комфортно жить у куч строительного мусора
420;Отсутствие информационного щита/некачественное содержание щита;
421;Отсутствие ограждения площадки/ некачественное содержание ограждения;
422;Отсутствие информационного щита/некачественное содержание щита;
423;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ямы и опасный железный прут находятся во всеобщей доступности, что создаёт травмоопасность для прохожих.
424;Несвоевременное восстановление благоустройства;Не восстановлено благоустройство тротуара
425;Несвоевременное восстановление благоустройства;
426;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждение строительной площадки выполнено некачественно. При порывах ветра лист забора отклоняется и хлопает с сильным звуком, ночью когда на улице тихо сильно мешает спать.
427;Несвоевременное восстановление благоустройства;В результате проводимых работ по благоустройству, повреждены колодцы хозяйственно-фекальной и ливневой канализаций, принимающих стоки от зданий по адресу 16-ая Парковая улица, дом 30. Наблюдаются засорение участков между колодцами. Ответственных за проведение работа установить нет возможности. Безопасный проход граждан не организован.
428;Несвоевременное восстановление благоустройства;После проведения работ дорожные покрытия, тротуары, газоны и другие разрытые участки должны быть восстановлены в сроки, указанные в ордере (разрешении). строительные работы давно закончились, а место их проведения до сих пор не приведено в изначальный вид.
429;Отсутствие освещения в ночное время;Отсутствие освещения в ночное время
430;Отсутствие освещения в ночное время;не допустимы работы без красных фонариков, нарушение
431;Отсутствие информационного щита/некачественное содержание щита;
432;Несвоевременное восстановление благоустройства;
433;Несвоевременное восстановление благоустройства;Хитросплетение судеб , проблем на этом участке. Повторная заявка. Времянку электрическую проведённую от техздания на железных трубах,вставленных в бетонные блоки через дорогу , вдоль забора и по парковке к будке охранника гольфклуба сборной олимпийской РФ - убрать . Есть конкретный хозяин . Пусть до ума доводит - благоустраивает . Вам понятно !
434;Отсутствие освещения в ночное время;отсутствует освещение ограждения стройплощадки
435;Отсутствие ограждения площадки/ некачественное содержание ограждения;не допустимы работы без ограждения, нарушение.
436;Отсутствие освещения в ночное время;На месте проведения работ отсутствует не только свет, но и фонари
437;Отсутствие информационного щита/некачественное содержание щита;
438;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждение строительной площадки сдвинуто и мешает проходу по тротуару
439;Отсутствие информационного щита/некачественное содержание щита;
440;Отсутствие информационного щита/некачественное содержание щита;
441;Несвоевременное восстановление благоустройства;Не убрана территория после благоустройства
442;Отсутствие информационного щита/некачественное содержание щита;
443;Отсутствие информационного щита/некачественное содержание щита;
444;Неубранная территория строительной площадки;Не убирается территория строительной площадки.
445;Отсутствие освещения в ночное время;Красное освещение не горит вдоль всей строй площадки, а все плафоны фонарей выцвели и стали белыми. Необходимо исправить.
446;Отсутствие ограждения площадки/ некачественное содержание ограждения;Графити на ограждении
447;Отсутствие освещения в ночное время;
448;Отсутствие информационного щита/некачественное содержание щита;
449;Отсутствие освещения в ночное время;Отсутствует аварийное освещение
450;Отсутствие информационного щита/некачественное содержание щита;
451;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствуют ограждения зоны проведения работ и хранения строй материалов
452;Отсутствие информационного щита/некачественное содержание щита;
453;Отсутствие информационного щита/некачественное содержание щита;
454;Отсутствие ограждения площадки/ некачественное содержание ограждения;Частично отсутствует ограждение
455;Отсутствие освещения в ночное время;
456;Отсутствие информационного щита/некачественное содержание щита;
457;Отсутствие информационного щита/некачественное содержание щита;
458;Отсутствие освещения в ночное время;
459;Отсутствие информационного щита/некачественное содержание щита;
460;Отсутствие освещения в ночное время;Отсутствует освещение предупреждающими красными огнями по периметру стройки. Адрес: Зеленодольская улица д.26
461;Несвоевременное восстановление благоустройства;Жилой дом по адресу: г.Москва, ул.Краснозарменная, д.14А, корп.5 введен в эксплуатацию и заселяется, но несмотря на это застройщик не убрал строительный забор со стороны проезда завода Серп и Молот и не восстановил благоустройство территории между домом и забором.
462;Отсутствие освещения в ночное время;Отсутствует освещение предупреждающими красными огнями по периметру стройки. Адрес: квартал Волжский Бульвар 113а к.2
463;Отсутствие ограждения площадки/ некачественное содержание ограждения;Строительная площадка не огорожена. Нет выделенных и огороженных подмостей -настилов для прохода жителям дома и пешеходам.
464;Несвоевременное восстановление благоустройства;После строительства не убрана Бабино, не восстановлено резиновое покрытие спорт площадки и газон
465;Отсутствие освещения в ночное время;Отсутствует освещение предупреждающими красными огнями по периметру стройки СМУ-8. Адрес: Зеленодольская улица д.22/14
466;Отсутствие освещения в ночное время;Традиционное и неизбывное нарушение.
467;Отсутствие информационного щита/некачественное содержание щита;
468;Отсутствие освещения в ночное время;Отсутствует освещение предупреждающими красными огнями по периметру стройки реновации. Адрес: Волгоградский проспект д.107 к.3
469;Отсутствие ограждения площадки/ некачественное содержание ограждения;некачественное содержание ограждения стройплощадки
470;Несвоевременное восстановление благоустройства;Тротуар к пешеходному переходу не восстановливают уже почти год ..
471;Отсутствие освещения в ночное время;Отсутствует освещение предупреждающими красными огнями по периметру стройки МОСВОДОКАНАЛ (у жезезки). Адрес: Зеленодольская улица д.30 к.3
472;Отсутствие ограждения площадки/ некачественное содержание ограждения;Падает.
473;Отсутствие информационного щита/некачественное содержание щита;
474;Отсутствие освещения в ночное время;Нет освещения на строй площадке в темное время
475;Несвоевременное восстановление благоустройства;Компания ЛСР после сдачи дома продолжила строительные работы , в результате чего разрушены все пешеходные дорожки.
476;Отсутствие информационного щита/некачественное содержание щита;
477;Отсутствие ограждения площадки/ некачественное содержание ограждения;
478;Отсутствие ограждения площадки/ некачественное содержание ограждения;"Рядом с домом 38к2 по улице Муравская неисправно ограждение стройки. Через нижнюю часть ограждения рабочие застройщиков ""Рождествено"" , ""Пик"" и ""Аквилон Митино"" перемещаются на стройку и со стройки. Каждый день рабочие ходят толпами. Отдельно отмечу, что в данном месте нет КПП и отсутсвует контроль за проходящими людьми. Прикладываю фотофиксацию."
479;Отсутствие освещения в ночное время;Разрытие на дворовой территории. Ни одной лампы ночного освещения.
480;Несвоевременное восстановление благоустройства;Не восстановленное благоустройство после земляных работ
481;Отсутствие освещения в ночное время;Отсутсвует освещение в ночное время 
482;Несвоевременное восстановление благоустройства;В феврале 2020 во дворе д.9 МОЭК рыли траншею и прокладывали коммуникации, видимо, во время работ тяжелой техникой, был поврежден бордюр во дворе и до сих пор отсутствующий бордюр так и не заменили
483;Отсутствие освещения в ночное время;Не освещается ограждение стройплощадки!
484;Отсутствие информационного щита/некачественное содержание щита;
485;Несвоевременное восстановление благоустройства;Когда закончится эта стройка
486;Неубранная территория строительной площадки;На проезде Добролюбова всё в бетонной пыли. Выезжающие с территории бетономешалки не моются, вся грязь на улице. Пыли столько, что припаркованные машины все в пыли (слой бетонной пыли на фото)
487;Отсутствие информационного щита/некачественное содержание щита;
488;Несвоевременное восстановление благоустройства;На территории бульвара на пересечении юровской ул. и новокуркинского шоссе в начале недели трактор ремонтной организации раскопал дорожку. По настоящее время благоустройство не восстановлено.
489;Неубранная территория строительной площадки;Строительный материал валяется за территорией!
490;Несвоевременное восстановление благоустройства;Невосстановлено благоустройство
491;Отсутствие ограждения площадки/ некачественное содержание ограждения;Разрыт асфальт. Отсутствует ограждение. 
492;Несвоевременное восстановление благоустройства;
493;Неубранная территория строительной площадки;На месте разрытия лежит мусор.
494;Неубранная территория строительной площадки;1. Загрязнение проезжей части. 2. Складирование стройматериалов за границей стройплощадки. 3. Строительный отходы не убираются и не вывозятся.
495;Отсутствие информационного щита/некачественное содержание щита;
496;Отсутствие освещения в ночное время;на ограждении разрытия нет аварийного освещения.
497;Отсутствие информационного щита/некачественное содержание щита;
498;Отсутствие освещения в ночное время;"В нарушение ПОСТАНОВЛЕНИЕ от 19 мая 2015 года N 299-ПП ""Об утверждении Правил проведения земляных работ, установки временных ограждений, размещения временных объектов в городе Москве"", отсутствует освещение в ночное время."
499;Неубранная территория строительной площадки;Вся грязь вывозится со стройплощадки на проезжую часть. Песок поднимается ветром и пешеходы вынуждены этим дышать.
500;Отсутствие освещения в ночное время;
501;Отсутствие информационного щита/некачественное содержание щита;
502;Отсутствие информационного щита/некачественное содержание щита;
503;Отсутствие ограждения площадки/ некачественное содержание ограждения;В нарушкние ПОСТАНОВЛЕНИЯ от 19 мая 2015 года N 299-ПП Об утверждении Правил проведения земляных работ, установки временных ограждений, размещения временных объектов в городе Москве, отсутствует ограждение строительной площадки.
504;Отсутствие информационного щита/некачественное содержание щита;
505;Несвоевременное восстановление благоустройства;Не восстановлено благоустройство тротуара и газонов после разрытий, помогите восстановить асфальт и травяное покрытие на газоне!
506;Несвоевременное восстановление благоустройства;Несвоевременное восстановление благоустройства
507;Несвоевременное восстановление благоустройства;Отсутствует кусок асфальта на тротуаре. Очень неудобно ехать коляскам и самокатам. Возле адреса Алтуфьевское шоссе 2а.
508;Отсутствие информационного щита/некачественное содержание щита;
509;Неубранная территория строительной площадки;вынос мусора строительной техникой, повреждение газона
510;Отсутствие ограждения площадки/ некачественное содержание ограждения;На людей охотятся? Яму вырыли посреди тротуара, почему не огорожено?
511;Несвоевременное восстановление благоустройства;Несвоевременное восстановление благоустройства
512;Несвоевременное восстановление благоустройства;
513;Неубранная территория строительной площадки;Со стройки за 83 и 83б домами по Нижегородской улице регулярно выезжают грязные машины, а людям потом ходить по этой грязи?
514;Отсутствие освещения в ночное время;Где плафонов не хватает, а где только провод висит вместо фонаря. Приведите освещение строительной площадки в надлежащее состояние.
515;Отсутствие информационного щита/некачественное содержание щита;
516;Неубранная территория строительной площадки;
517;Отсутствие информационного щита/некачественное содержание щита;
518;Неубранная территория строительной площадки;Строители засорили слив канализации строительным мусором 
519;Несвоевременное восстановление благоустройства;Не восстановлен асфальт после разрытий, помогите восстановить дорожное покрытие и сделать дорогу безопасной 
520;Несвоевременное восстановление благоустройства;
521;Несвоевременное восстановление благоустройства;Прошу привести в порядок 
522;Отсутствие информационного щита/некачественное содержание щита;
523;Несвоевременное восстановление благоустройства;Не восстановили благоустройство 
524;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждение при строительстве объекта разместили на пешеходную дорожку. Пешеходы вынуждены выходить на проезжую часть.
525;Отсутствие ограждения площадки/ некачественное содержание ограждения;Отсутствует ограждение на месте проведения работ.
526;Несвоевременное восстановление благоустройства;Напротив магазина BILLA
527;Отсутствие освещения в ночное время;Не работают фонари вокруг строительной площадки, хотя электричество подведено. С одной стороны фонари отсутствуют. Исправьте пожалуйста
528;Отсутствие информационного щита/некачественное содержание щита;
529;Отсутствие информационного щита/некачественное содержание щита;
530;Несвоевременное восстановление благоустройства;
531;Отсутствие освещения в ночное время;Не работает освещение на стройке. Застройщик Центр Инвест
532;Несвоевременное восстановление благоустройства;,,Мачты вовремя Убрали, Это правильно.Но можно также удалить и ,,Подушки,, в которые крепились ,,Мачты,,,заодно и ,,Выравнить асфальт с газоном,, пока идут работы.А то ,,иногда,, нтра забывают ,,в запарке,, и др. Посторонние предметы вокруг Торгового Центра.
533;Отсутствие освещения в ночное время;Не работает освещение по забору стройки Мосводоканал. Адрес: улица Юных Ленинцев д.73 к.2
534;Отсутствие информационного щита/некачественное содержание щита;
535;Неубранная территория строительной площадки;Навалы грунта 
536;Отсутствие ограждения площадки/ некачественное содержание ограждения;Повалено ограждение строительной площадки, открыт люк канализационного колодца, по строительной площадке гуляют дети. Просьба устранить нарушение.
537;Отсутствие информационного щита/некачественное содержание щита;
538;Отсутствие ограждения площадки/ некачественное содержание ограждения;Нет защитной сетки 
539;Отсутствие ограждения площадки/ некачественное содержание ограждения;Приведите прилегающую территорию к стройплощадке в надлежащее состояние. Там много выбоин и опасная.яма.
540;Неубранная территория строительной площадки;
541;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждение строительной площадки не соответствует стандартам, имеет опасные для москвичей острые детали, установлено не по границе участка, предоставленного для строительства.
542;Отсутствие освещения в ночное время;
543;Отсутствие информационного щита/некачественное содержание щита;
544;Отсутствие освещения в ночное время;
545;Отсутствие освещения в ночное время;Строительство ЮЛ 117. Темень, на ограждении света нет
546;Отсутствие освещения в ночное время;Волгоградский 163, стройка. Ограждение не освещается, фонари не горят
547;Отсутствие освещения в ночное время;
548;Отсутствие ограждения площадки/ некачественное содержание ограждения;
549;Отсутствие освещения в ночное время;Отсутствует освещение на ограждении при проведении строительных работ. В потемках и налететь на ограждение можно
550;Отсутствие освещения в ночное время;Нет осветительных плафонов на ограждениях стройплощадки (только два плафона в одном месте перекинуты через ограждение и всё). Строительная площадка в тёмное время суток не подсвечивается.
551;Неубранная территория строительной площадки;В одном месте за ограждением много земли и виден провод (при дожде пешеходная дорожка из досок загрязнится). В другом месте рядом с ограждением лежит камень, об который прохожие могут споткнуться.
552;Отсутствие информационного щита/некачественное содержание щита;
553;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждения в некоторых местах плохо закреплены. Заделайте зазоры с землёй, из которых может вылетать грязь на прохожих. В проёмах ограждений видны глубокие траншеи, трубы и рабочие моменты строительства. Не все фотографии помещаются в сообщении.
554;Несвоевременное восстановление благоустройства;Данная площадка находится рядом с д.2 по улице барышевская роща. Дома сдали 3 года назад, а территорию, где жили рабочие и хранили стройматериалы так бросили и не облагородили, теперь там постоянно живут бомжи в брошенных вагончиках, вечером страшно с детьми выйти. Снимите пожалуйста забор и сделайте благоустройство парковой зоны.
555;Отсутствие информационного щита/некачественное содержание щита;
556;Отсутствие освещения в ночное время;
557;Отсутствие освещения в ночное время;
558;Отсутствие информационного щита/некачественное содержание щита;
559;Отсутствие освещения в ночное время;Где фонари?!
560;Отсутствие ограждения площадки/ некачественное содержание ограждения;Стройплощадка возле светофора (съезд с Дмитровского шоссе под мост) находится в запущенном состоянии. Никто там давно ничего не строит, все нарыли, и не закопали, пешеходный тротуар завалили землей, забор свалился. фото прилагаю
561;Отсутствие ограждения площадки/ некачественное содержание ограждения;Господин Ларин! Может начнем работать для москвичей и гостей столицы?! Где тут пешеходный тротуар?! Как тут ходить
562;Несвоевременное восстановление благоустройства;
563;Отсутствие ограждения площадки/ некачественное содержание ограждения;
564;Несвоевременное восстановление благоустройства;После работ Мосгаза на территории ООПТ напротив дома Новикова- Прибоя д. 5 к 1 в 2 метрах от детской площадки остались доски с гвоздями, есть основания утверждать, что эти доски закрывают открытую трубу. Ограждений Нет! Это парковая зона и рядом детская площадка! 
565;Отсутствие информационного щита/некачественное содержание щита;
566;Неубранная территория строительной площадки;Мусор на проезжей части, мусор на тротуаре, нет ограждения
567;Неубранная территория строительной площадки;Мусор выбрасывают на газон из вагончиков
568;Отсутствие информационного щита/некачественное содержание щита;
569;Отсутствие освещения в ночное время;
570;Отсутствие ограждения площадки/ некачественное содержание ограждения;
571;Неубранная территория строительной площадки;Юных Ленинцев вл117 строительные материалы за территорией стройплощадки, а должны быть НА территории. Уберите, пока кто-нибудь не травмировался. 
572;Отсутствие информационного щита/некачественное содержание щита;
573;Отсутствие освещения в ночное время;Отсутствуют лампы аварийного освещения, следственно и возможность освещение объекта в ночное время.
574;Отсутствие освещения в ночное время;
575;Отсутствие информационного щита/некачественное содержание щита;
576;Отсутствие освещения в ночное время;
577;Отсутствие информационного щита/некачественное содержание щита;
578;Несвоевременное восстановление благоустройства;Не восстановлено благоустройство
579;Несвоевременное восстановление благоустройства;После перекопки дороги Плохо восстановленна проезжая часть Очень глубокие ямы невозможно проехать
580;Несвоевременное восстановление благоустройства;После моего первого обращения по поводу несвоевременного вывоза строительных бытовок, одну бытовку с туалетом вывезли на следующий день. По поводу второй бытовки мне был дан ответ что вывезут после окончания действия ордера на проведение работ. Ордер действителен до 31.07.2020, сегодня 06.08.2020. Бытовка стоит на месте. Просьба убрать.
581;Неубранная территория строительной площадки;Пешеходный тротуар у перехода через фабричный проезд утопает в грязи из-за грунта, осыпающегося с колес тяжелой рабочей техники, выезжающей с огороженной территории проекта МОСГАЗ «Походный»
582;Отсутствие ограждения площадки/ некачественное содержание ограждения;Долгое время работы не ведутся, все раскопали и бросили... нет ни знаков, ни барьеров, ни ограждения... как долго все проходящие мимо будут прыгать через кабель напряжения? 
583;Отсутствие ограждения площадки/ некачественное содержание ограждения;Из-за отсутствующего ограждения в арке организовался уличный туалет. Там постоянный запах, мусор.
584;Несвоевременное восстановление благоустройства;После выполнения работ по ремонту труб сотрудниками МОЭК просел асфальт около колодца, где они работали
585;Отсутствие ограждения площадки/ некачественное содержание ограждения;Ограждения строительной площадки имеют проёмы с землёй. Через сетчатые металлические части ограждения видны траншеи, при ветре грязь может вылетать на прохожих.
586;Отсутствие освещения в ночное время;Нет осветительных плафонов на ограждениях стройплощадки. Отсутствует освещение строительной площадки в тёмное время суток.
587;Несвоевременное восстановление благоустройства;После проведение реконструкции улицы и трамвайных путей не демонтирована старая, выведенная из эксплуатации опора.
588;Несвоевременное восстановление благоустройства;
589;Отсутствие информационного щита/некачественное содержание щита;
590;Отсутствие освещения в ночное время;
591;Отсутствие ограждения площадки/ некачественное содержание ограждения;
592;Неубранная территория строительной площадки;Складирование грунта вне отведенных для этого мест
593;Отсутствие ограждения площадки/ некачественное содержание ограждения;В этом месте нет ограждения строительной площадки, и прохожие должны всё лицезреть, что там происходит.
594;Несвоевременное восстановление благоустройства;Дайте ответ, пожалуйста, когда закончит ремонт на этой улице. Уже как месяц дорогу оставили в таком состоянии, не оставив ни паспорт объекта, ничего.
595;Несвоевременное восстановление благоустройства;Яма ( районе дома 13)
596;Несвоевременное восстановление благоустройства;Не демонтирована старая опора, выведенная из эксплуатации при реконструкции.
597;Неубранная территория строительной площадки;Строительная площадка регулярно должна очищаться от мусора и использованных строительных материалов. .
598;Несвоевременное восстановление благоустройства;
599;Несвоевременное восстановление благоустройства;После проведения работ не засыпано место разрытия
600;Несвоевременное восстановление благоустройства;После реконструкции трамвайных путей остались не демонтированными старые, временные, выведенные из эксплуатации опоры.
601;Отсутствие освещения в ночное время;
602;Отсутствие освещения в ночное время;
603;Отсутствие ограждения площадки/ некачественное содержание ограждения;ОАТИ, начнем работать?!
604;Несвоевременное восстановление благоустройства;
605;Отсутствие освещения в ночное время;
606;Отсутствие освещения в ночное время;Отсутствует ночное аварийное освещение места проведения работ на Фабричном проезде , в том числе- и на пешеходном тротуаре, где работает тяжелая техника
607;Отсутствие освещения в ночное время;
608;Отсутствие информационного щита/некачественное содержание щита;
609;Отсутствие информационного щита/некачественное содержание щита;
610;Отсутствие информационного щита/некачественное содержание щита;
